/home/reyerchu/AI_IC_design/_jm9_base	OK	/home/reyerchu/vibe-ic/.git	e36d81c0a39dfa2ac496c4f683e7a21fb4fbf075	f2a0cd7378823e7b4718882d6ca38102fad753ac	0
/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	OK	/home/reyerchu/vibe-ic/.git	1f2aa7fefd8924f9be607ae16ccbc07167f5c25d	28efe008d66db7a97a9d6e3427b52e733b9357ed	0
/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	OK	/home/reyerchu/vibe-ic/.git	4ec43a6ed578e14bfe0f8dc1b612f4ec5f8307ac	1adab5487dd220e48f4e49be29e6fdb892531bf4	0
/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	OK	/home/reyerchu/vibe-ic/.git	9f41f420c5009a6a67927cf3ec4d9fa4b7e4f7df	9e3e1a80b9a8a43527da7ab80e98f2d6a995ecac	0
/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_cdc	OK	/home/reyerchu/vibe-ic/.git	81211669ff01c2b2a09d5a5d6b71028f230eaefa	7b82c864cf21be89b848769d55fd4f0b47301966	0
/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_scratch/wt_pr2	OK	/home/reyerchu/vibe-ic/.git	3175d1f2f507131ba1585429e82d200a67f98496	1c2aa69f500db39393f812308af7629de84a0302	0
/home/reyerchu/_j4reds2/base	OK	/home/reyerchu/_j4reds2/tree/.git	867de428920c708934f06411fc91225dc4f58fe6	7840974874537d10d0952057f06857f4b699ec38	0
/home/reyerchu/_j4reds3/base	OK	/home/reyerchu/_j4reds3/tree/.git	867de428920c708934f06411fc91225dc4f58fe6	7840974874537d10d0952057f06857f4b699ec38	0
/home/reyerchu/_jcap_priv/wt	OK	/home/reyerchu/vibe-ic/.git	4c7df07a03b2295fb5ffbb4dd4bba84c24754ec3	d53d5173d7604140f6c327c34dd24be7e96be9b4	0
/home/reyerchu/_jppa_agent/wt	OK	/home/reyerchu/vibe-ic/.git	9e6ec929e886b559b53245a92adab28def45f804	17a36ef67617079da32d353f5f7164b9f8328310	0
/home/reyerchu/_jppa_metrics/wt	OK	/home/reyerchu/vibe-ic/.git	09fcb13bc9d44ad64ff7f9717944a7480a87202d	b83f61747cd42073a1c04dc181c35bb7f50c9798	0
/home/reyerchu/_ptmo_priv/ppa	OK	/home/reyerchu/_ptmo_priv/main92/.git	bb90724dcd7ebe8d31474d5245a54fdce112b527	c653f40c9ac9caa0c57307c112c439809850a4ff	0
/home/reyerchu/_smrg_priv/smrg_base	OK	/home/reyerchu/_smrg_priv/smrg_tree/.git	053eecd27404294086d55b72b6d52d011b7a3257	e1ea356d9d4eb34d0cc8b8d25b456592b795d5c7	0
