host	path	repo	head	branch	kind	prior_verdict	notes
120	/home/reyerchu/vibe-ic-wt-gdssubstance	/home/reyerchu/vibe-ic-repo	fc32928c43e067ee52cc385b8b557c1fd53e4e46	refs/heads/fix/gds-substance-gate-gdssubstance	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1774 nadd=1774 ndel=12710 rule=R2 issue=
120	/home/reyerchu/vibe-ic-wt-ibex-l9scope	/home/reyerchu/vibe-ic-repo	27368563bb25e5cbe38b82ecb6c1d65f899b3861	refs/heads/fix/l9-reused-ip-doc-scope-guard	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=432 nadd=432 ndel=430 rule=R2 issue=
120	/home/reyerchu/vibe-ic-wt-jxlayer	/home/reyerchu/vibe-ic	a09819cb1f524b74d547427931010c6781bddafe	refs/heads/ppa-crosslayer-search	NEW		never judged
120	/home/reyerchu/vibe-ic-wt-nvmpinpath	/home/reyerchu/vibe-ic-repo	f65e20c803bdb86f3bd165c6b8d56bfb31381527	refs/heads/fix/nvmpinpath-programming-supply-terminal	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=4021 nadd=4950 ndel=24582 rule=R2 issue=
120	/home/reyerchu/vibe-ic-wt-progsupply	/home/reyerchu/vibe-ic-repo	d3a0f52e66d0cf61d5a0853e08f01895cc81e327	refs/heads/fix/progsupply-nvm-program-supply-pin	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=273 nadd=273 ndel=673 rule=R2 issue=
120	/home/reyerchu/vibe-ic-wt-si-mcf	/home/reyerchu/vibe-ic-repo	9eb795dcb102c381795e19da6b5e57a1fc796353	refs/heads/fix-si-mcf-sta-liberty-flow-fallback	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=11 nadd=11 ndel=111 rule=R2 issue=
120	/home/reyerchu/_vq/cl1441	/home/reyerchu/vibe-ic	4db8cb6ce278d96ed0aaa9bcd887ac363213a90c	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=77 nadd=77 ndel=53 rule=R2 issue=
120	/home/reyerchu/_vq/v1393	/home/reyerchu/vibe-ic	bae62a1897f26be90df43ab48e536e426336521c	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=43 nadd=43 ndel=55 rule=R2 issue=
120	/home/reyerchu/_vq/v1395	/home/reyerchu/vibe-ic	1dbf9dd9481fcadfada53f3758e347306e060109	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=45 nadd=45 ndel=57 rule=R2 issue=
120	/home/reyerchu/_vq/v1396	/home/reyerchu/vibe-ic	3cbf3dfbdbac1f4375145b07b78f50341eae67ae	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=24 nadd=24 ndel=207 rule=R2 issue=
120	/home/reyerchu/_vq/v1418	/home/reyerchu/vibe-ic	07a50b4a82969796c8a850f45eaa2d4395abbbfa	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1 nadd=1 ndel=1 rule=R2 issue=
120	/home/reyerchu/_vq/v1428	/home/reyerchu/vibe-ic	5d65f9ec8446a516a6ce36ed899d6be81918e209	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=7 nadd=7 ndel=5 rule=R2 issue=
