/home/reyerchu/campaign_v164_spm_ihp/wt_hand	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly-vibe-ic-repo
/home/reyerchu/campaign_v164_spm_ihp/wt_reg	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly-vibe-ic-repo
/home/reyerchu/_fx63	105	ON_REMOTE	origin/harvest/rescue-8HD-9-vibe-ic
/home/reyerchu/_j63	105	ON_REMOTE	origin/harvest/rescue-8HD-9-vibe-ic
/home/reyerchu/_jf2	105	ON_REMOTE	origin/harvest/rescue-8HD-9-vibe-ic
/home/reyerchu/_jppa_p0/tree	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/_jppa_runner/tree	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/_jppatests	105	ON_REMOTE	origin/harvest/rescue-8hd6
/home/reyerchu/_jppatests_base	105	ON_REMOTE	origin/HEAD
/home/reyerchu/_jppa_timing/base	105	ON_REMOTE	origin/HEAD
/home/reyerchu/_jrc	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/vibe-ic-wt-approachA-a857c45b	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/vibe-ic-wt-hmpg-supply-p1p3	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/vibe-ic-wt-ibex-cpu-regmap-nA	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/vibe-ic-wt-macro-globalconnect	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/vibe-ic-wt-opentitan_aes-lec-container-timeout	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/vibe-ic-wt-opentitan_aes-lint-xor-fold-memberkey	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/vibe-ic-wt-opentitan_aes-tdf-netlist-discovery	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/vibe-ic-wt-routeconv-grt273-plateau	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/vibe-ic-wt-sha256-regmap-defer	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/vibe-ic-wt-sha256-spef	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/vibe-ic-wt-sha256-synthdontuse	105	ON_REMOTE	-
/home/reyerchu/vibe-ic-wt-sha256-tdp	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/home/reyerchu/wt-capture-imagepin	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly-vibe-ic-repo
/home/reyerchu/_wt_synthfe	105	ON_REMOTE	origin/HEAD
/tmp/claude-1000/-home-reyerchu-vibe-ic/88b1189e-b41f-4ef2-821e-c21282fc805b/scratchpad/wt-jrecords	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/tmp/claude-1000/-home-reyerchu-vibe-ic/c4dc4062-1bea-4944-bf44-566bb9f3e106/scratchpad/wt-jcap-ppa	105	ON_REMOTE	origin/harvest/rescue-8HD-9-localonly
/tmp/shard_9a6c0f0b034ea9d73bc4bc6c661aae7b87fa6f0d_0	105	ON_REMOTE	origin/harvest/rescue-8HD-9-vibe-ic-shard
/tmp/shard_b486b862c7a0eb1eb4354b7b6bd4c8cf7dea5740_0	105	ON_REMOTE	origin/harvest/rescue-8HD-9-vibe-ic-shard
/home/reyerchu/advA	114	ON_REMOTE	origin/harvest/rescue-8HD-8-vibe-ic
/home/reyerchu/_advf4	114	ON_REMOTE	origin/harvest/rescue-8HD-8-vibe-ic
